Handle,Title,Body (HTML),Vendor,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Qty,Variant Weight,Variant Weight Unit,Variant Requires Shipping,Image Src,Variant Barcode,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,product.metafields.custom.unidade,product.metafields.custom.catalogo,product.metafields.custom.dimensoes_do_produto,product.metafields.custom.composicao,product.metafields.custom.capacidade,product.metafields.custom.modo_de_uso,product.metafields.custom.icms,product.metafields.custom.ncm,product.metafields.custom.pis,product.metafields.custom.ipi,product.metafields.custom.cofins,product.metafields.custom.componente_de_kit,product.metafields.custom.resistencia_a_agua,Variant Taxable,Cost per item,Image Position,Variant Image,Product Category,Type,Collection,Status
aparadores-livros-polirresina,Aparadores de livros em polirresina,"A polirresina é um material sintético composto por resinas e polímeros reforçados com fibra de vidro. É altamente durável, resistente ao desgaste do tempo e às intempéries, além de ser versátil e permitir moldagens precisas.
O processo de produção envolve o derramamento da polirresina líquida em moldes que são rotacionados para garantir uma distribuição uniforme enquanto endurece no formato desejado. Para a limpeza de superfícies lisas, use um pano levemente umedecido com água e sabão neutro, seguido de um pano seco. Para limpeza de superfícies porosas, utilize um espanador ou uma escova de cerdas macias. Não é recomendado o uso de produtos químicos ou abrasivos.

100% POLIRRESINA_x000D_",MART,ADORNOS,TRUE,Title,Default Title,,,,,19487,165.55,,2,1.02,kg,TRUE,,7908103794877,,shopify,deny,manual,PC,,,100% POLIRRESINA_x000D_,,,,39264000,,,,,,TRUE,75.25,,,,,,active
bandeja-mdf-rattan,Bandeja em mdf e rattan,"Para limpeza é recomendado o uso de pano umedecido com água e sabão neutro, seguido de um pano seco. Evitar o excesso de peso sobre o vidro.

50% MDF + 25% VIDRO + 25% PVC",MART,BANDEJAS,TRUE,Title,Default Title,,,,,16752,114.42,,2,0.84,kg,TRUE,,7908103767529,,shopify,deny,manual,PC,,,50% MDF + 25% VIDRO + 25% PVC,,,,44209000,,,,,,TRUE,52.01,,,,,,active
bandeja-metal-espelho,Bandeja em metal com espelho,"Devem ficar em áreas cobertas, longe do sol, chuva ou umidade. Não utilizar produtos químicos ou abrasivos. Para limpeza é recomendado o uso de pano seco ou espanador. Evitar o excesso de peso sobre o produto_x000D_

70% METAL (FERRO) + 30% ESPELHO",MART,BANDEJAS,TRUE,Title,Default Title,,,,,09616,51.04,,6,0.41,kg,TRUE,,7899525696163,,shopify,deny,manual,PC,,,70% METAL (FERRO) + 30% ESPELHO,,,,73239900,,,,,,TRUE,23.2,,,,,,active
bandeja-metal-espelho,Bandeja em metal com espelho,"Bandeja retangular em chapa de aço com detalhes recordado a laser nas laterais, e acabamento em pintura metalizada na cor cobre. Possui fundo em espelho, e pés metálicos.    RECOMENDAÇÕES   Evitar batidas;  Para limpeza usar um pano levemente umedecido com água, seguido de pano seco;  Não utilizar produtos químicos ou abrasivos.

70% METAL (FERRO) + 30% ESPELHO",MART,BANDEJAS,TRUE,Title,Default Title,,,,,20732,91.89,,3,0.48,kg,TRUE,,7908103807324,,shopify,deny,manual,PC,,,70% METAL (FERRO) + 30% ESPELHO,,,,73239900,,,,,,TRUE,41.77,,,,,,active
bandeja-metal-espelho,Bandeja em metal com espelho,"Bandeja retangular em chapa de aço com detalhes recordado a laser nas laterais, e acabamento em pintura metalizada na cor cobre. Possui fundo em espelho, e pés metálicos.    RECOMENDAÇÕES   Evitar batidas;  Para limpeza usar um pano levemente umedecido com água, seguido de pano seco;  Não utilizar produtos químicos ou abrasivos.

70% METAL (FERRO) + 30% ESPELHO",MART,BANDEJAS,TRUE,Title,Default Title,,,,,20733,110.31,,3,0.66,kg,TRUE,,7908103807331,,shopify,deny,manual,PC,,,70% METAL (FERRO) + 30% ESPELHO,,,,73239900,,,,,,TRUE,50.14,,,,,,active
bandeja-metal-espelho,Bandeja em metal com espelho,"Devem ficar em áreas cobertas, longe do sol, chuva ou umidade. Não utilizar produtos químicos ou abrasivos. Para limpeza é recomendado o uso de pano seco ou espanador. Evitar o excesso de peso sobre o produto_x000D_

70% METAL (FERRO) + 30% ESPELHO",MART,BANDEJAS,TRUE,Title,Default Title,,,,,09617,71.5,,6,0.545,kg,TRUE,,7899525696170,,shopify,deny,manual,PC,,,70% METAL (FERRO) + 30% ESPELHO,,,,73239900,,,,,,TRUE,32.5,,,,,,active
bandeja-metal-vidro,Bandeja em metal com vidro,"Devem ficar em áreas cobertas, longe do sol, chuva ou umidade. Não utilizar produtos químicos ou abrasivos. Para limpeza é recomendado o uso de pano seco ou espanador. Evitar o excesso de peso sobre o produto_x000D_

70% METAL (FERRO) + 30% VIDRO",MART,BANDEJAS,TRUE,Title,Default Title,,,,,11980,45.94,,6,0.365,kg,TRUE,,7908103719801,,shopify,deny,manual,PC,,,70% METAL (FERRO) + 30% VIDRO,,,,73239900,,,,,,TRUE,20.88,,,,,,active
bandeja-vidro-espelho,Bandeja em vidro com espelho,"O metal, embora rígido, passa por diversos processos produtivos. Sendo um material mais resistente e fácil de padronizar, é utilizado em produtos que exigem maior precisão. Esses processos produtivos são realizados manualmente por artesãos. Em geral, os produtos metálicos são mais resistentes, de fácil manutenção, versáteis em acabamento e duradouros. Para maior durabilidade, mantenha-os em áreas cobertas, longe do sol, chuva ou umidade. Para a limpeza, recomenda-se o uso de um pano seco. Evitar o excesso de peso sobre o vidro.

10% METAL + 90% VIDRO_x000D_",MART,BANDEJAS,TRUE,Title,Default Title,,,,,19587,67.39,,3,0.665,kg,TRUE,,7908103795874,,shopify,deny,manual,PC,,,10% METAL + 90% VIDRO_x000D_,,,,73239900,,,,,,TRUE,30.63,,,,,,active
bandeja-vidro-espelho,Bandeja em vidro com espelho,"O metal, embora rígido, passa por diversos processos produtivos. Sendo um material mais resistente e fácil de padronizar, é utilizado em produtos que exigem maior precisão. Esses processos produtivos são realizados manualmente por artesãos. Em geral, os produtos metálicos são mais resistentes, de fácil manutenção, versáteis em acabamento e duradouros. Para maior durabilidade, mantenha-os em áreas cobertas, longe do sol, chuva ou umidade. Para a limpeza, recomenda-se o uso de um pano seco. Evitar o excesso de peso sobre o vidro.

10% METAL + 90% VIDRO_x000D_",MART,BANDEJAS,TRUE,Title,Default Title,,,,,19588,79.66,,3,0.94,kg,TRUE,,7908103795881,,shopify,deny,manual,PC,,,10% METAL + 90% VIDRO_x000D_,,,,73239900,,,,,,TRUE,36.21,,,,,,active
bandeja-vidro-espelho,Bandeja em vidro com espelho,"O metal, embora rígido, passa por diversos processos produtivos. Sendo um material mais resistente e fácil de padronizar, é utilizado em produtos que exigem maior precisão. Esses processos produtivos são realizados manualmente por artesãos. Em geral, os produtos metálicos são mais resistentes, de fácil manutenção, versáteis em acabamento e duradouros. Para maior durabilidade, mantenha-os em áreas cobertas, longe do sol, chuva ou umidade. Para a limpeza, recomenda-se o uso de um pano seco. Evitar o excesso de peso sobre o vidro.

10% METAL + 90% VIDRO_x000D_",MART,BANDEJAS,TRUE,Title,Default Title,,,,,19586,55.11,,3,0.475,kg,TRUE,,7908103795867,,shopify,deny,manual,PC,,,10% METAL + 90% VIDRO_x000D_,,,,73239900,,,,,,TRUE,25.05,,,,,,active
