invoice_key,item_number,cProd,description,barcode,ncm,cest,cfop,quantity,unit_value,total_value,reason,suggestions
29250807397758000154550010000681841767795834,1,M0012,Bloco de Fita Olfativa Acqua Aroma (PCT - pct c/ 50und),,48025710,,6911,1.0,1.5,1.5,No match found,"18972 | KIT QUADROS EM METAL - 3 PCS | 0.41
19390 | KIT QUADROS EM METAL - 2 PCS | 0.41
19969 | KIT QUADROS EM METAL - 2 PCS | 0.41
18912 | KIT QUADROS EM MADEIRA - 3 PCS | 0.40
20473 | KIT QUADROS EM MADEIRA - 2 PCS | 0.40"
29250807397758000154550010000681841767795834,2,1010605701002,Envelope de Mineral Perfumado Acqua Aroma 12gr (Unidade) Alecrim,7898485945960,68062000,0100100,6101,30.0,8.5,255.0,No match found,"20411-P | POTE DECORATIVO EM MADEIRA | 0.42
20411-G | POTE DECORATIVO EM METAL E MADEIRA | 0.41
20411-M | POTE DECORATIVO EM METAL E MADEIRA | 0.41
18577 | CENTRO DE MESA EM MADEIRA | 0.40
18578 | CENTRO DE MESA EM MADEIRA | 0.40"
29250807397758000154550010000681841767795834,3,1010605701060,Envelope de Mineral Perfumado Acqua Aroma 12gr (Unidade) Bambu Chinês,7898485945977,68062000,0100100,6101,30.0,8.5,255.0,No match found,"18577 | CENTRO DE MESA EM MADEIRA | 0.42
18578 | CENTRO DE MESA EM MADEIRA | 0.42
18579 | CENTRO DE MESA EM MADEIRA | 0.42
20411-P | POTE DECORATIVO EM MADEIRA | 0.42
20411-G | POTE DECORATIVO EM METAL E MADEIRA | 0.41"
29250807397758000154550010000681841767795834,4,1010605701017,Envelope de Mineral Perfumado Acqua Aroma 12gr (Unidade) Lavanda,7898485946011,68062000,0100100,6101,30.0,8.5,255.0,No match found,"20411-P | POTE DECORATIVO EM MADEIRA | 0.42
20411-G | POTE DECORATIVO EM METAL E MADEIRA | 0.41
20411-M | POTE DECORATIVO EM METAL E MADEIRA | 0.41
18577 | CENTRO DE MESA EM MADEIRA | 0.40
18578 | CENTRO DE MESA EM MADEIRA | 0.40"
29250807397758000154550010000681841767795834,5,1010607501002,Envelope de Mineral Perfumado Acqua Aroma 36g (Unidade) Alecrim,7898485946165,68062000,0100100,6101,20.0,18.8,376.0,No match found,"21291 | LIXEIRA EM METAL E MADEIRA - 7 LITROS | 0.41
21319 | LIXEIRA EM METAL E MADEIRA - 7 LITROS | 0.41
17839 | ESPELHO EM METAL | 0.40
18936 | ESPELHO EM METAL | 0.40
18973 | ESPELHO EM METAL | 0.40"
29250807397758000154550010000681841767795834,6,1010607501060,Envelope de Mineral Perfumado Acqua Aroma 36g (Unidade) Bambu Chinês,7898485946172,68062000,0100100,6101,20.0,18.8,376.0,No match found,"21291 | LIXEIRA EM METAL E MADEIRA - 7 LITROS | 0.41
21319 | LIXEIRA EM METAL E MADEIRA - 7 LITROS | 0.41
19049 | CENTRO DE MESA EM MADEIRA | 0.40
19053 | CENTRO DE MESA EM MADEIRA | 0.40
21490 | CENTRO DE MESA EM MADEIRA | 0.40"
29250807397758000154550010000681841767795834,7,1010607501017,Envelope de Mineral Perfumado Acqua Aroma 36g (Unidade) Lavanda,7898485946219,68062000,0100100,6101,20.0,18.8,376.0,No match found,"21291 | LIXEIRA EM METAL E MADEIRA - 7 LITROS | 0.41
21319 | LIXEIRA EM METAL E MADEIRA - 7 LITROS | 0.41
17839 | ESPELHO EM METAL | 0.40
18936 | ESPELHO EM METAL | 0.40
18973 | ESPELHO EM METAL | 0.40"
29250807397758000154550010000681841767795834,8,1731625801002,Kit Naturals Vela Perfumada 50g + OD 70ml Alecrim,7908338704177,34060000,,6101,4.0,82.5,330.0,No match found,"19947 | KIT PORTA-VELAS EM MADEIRA - 3 PCS | 0.49
19947-G | PORTA-VELAS EM MADEIRA | 0.48
19947-M | PORTA-VELAS EM MADEIRA | 0.48
19947-P | PORTA-VELAS EM MADEIRA | 0.48
19805-G | PORTA-VELAS EM CERAMICA | 0.47"
29250807397758000154550010000681841767795834,9,1731625801060,Kit Naturals Vela Perfumada 50g + OD 70ml Bambu Chinês,7908338704184,34060000,,6101,4.0,82.5,330.0,No match found,"18913 | KIT BANDEJAS EM MADEIRA - 2 PCS | 0.46
19947 | KIT PORTA-VELAS EM MADEIRA - 3 PCS | 0.45
19905 | KIT BANDEJAS EM MADEIRA E PU - 2 PCS | 0.44
20400 | KIT ESCULTURAS BARCOS EM MADEIRA E METAL - 2 PCS | 0.44
21286 | KIT ESCULTURAS BARCOS EM MADEIRA E METAL - 2 PCS | 0.44"
29250807397758000154550010000681841767795834,10,1010804901002,Óleo Difusor de Aromas Acqua Aroma Dia a Dia 120ml Alecrim,7908338704795,33019010,2000600,6101,6.0,58.9,353.4,No match found,"20473-A | QUADRO EM MADEIRA | 0.40
20473-B | QUADRO EM MADEIRA | 0.40
20473 | KIT QUADROS EM MADEIRA - 2 PCS | 0.40
19790 | KIT POTES DECORATIVOS EM CERAMCA - 3 PCS | 0.39
18133 | KIT POTES DECORATIVOS EM CERAMICA - 3 PCS | 0.39"
29250807397758000154550010000681841767795834,11,1010804901060,Óleo Difusor de Aromas Acqua Aroma Dia a Dia 120ml Bambu Chinês,7908338704801,33019010,2000600,6101,12.0,58.9,706.8,No match found,"21235 | TABUA EM MARMORE E MADEIRA | 0.43
21236 | TABUA EM MARMORE E MADEIRA | 0.43
15718-1 | DIFUSOR EM CIMENTO COM VARETAS | 0.42
15723 | DIFUSOR EM CIMENTO COM VARETAS | 0.42
19790 | KIT POTES DECORATIVOS EM CERAMCA - 3 PCS | 0.41"
29250807397758000154550010000681841767795834,12,1010201701002,Perfume para Ambientes Acqua Aroma Dia a Dia 200ml Alecrim,7898485948015,33074900,2806300,6101,6.0,52.0,312.0,No match found,"21030 | APARADORES DE LIVROS BALEIA EM POLIRRESINA | 0.38
21530 | LUMINARIA EM MADEIRA E LINHO | 0.38
21531 | LUMINARIA EM MADEIRA E LINHO | 0.38
21649 | LUMINARIA EM MADEIRA E LINHO | 0.38
18269 | LUMINARIA EM CERAMICA | 0.38"
29250807397758000154550010000681841767795834,13,1010201701060,Perfume para Ambientes Acqua Aroma Dia a Dia 200ml Bambu Chinês,7898485944123,33074900,2806300,6101,6.0,52.0,312.0,No match found,"21235 | TABUA EM MARMORE E MADEIRA | 0.46
21236 | TABUA EM MARMORE E MADEIRA | 0.46
19905-G | BANDEJA EM MADEIRA E PU | 0.39
19905-P | BANDEJA EM MADEIRA E PU | 0.39
21237 | TABUA EM MARMORE | 0.39"
29250807397758000154550010000681841767795834,14,1010201701140,Perfume para Ambientes Acqua Aroma Dia a Dia 200ml Chá Verde,7908338700063,33074900,2806300,6101,6.0,52.0,312.0,No match found,"21235 | TABUA EM MARMORE E MADEIRA | 0.39
21236 | TABUA EM MARMORE E MADEIRA | 0.39
17678 | VASO EM CERÂMICA COM TRAMA EM PAPEL | 0.38
17679 | VASO EM CERÂMICA COM TRAMA EM PAPEL | 0.38
11615 | PORTA-RETRATO EM MDF - 20X25 | 0.38"
29250807397758000154550010000681841767795834,15,1010201701017,Perfume para Ambientes Acqua Aroma Dia a Dia 200ml Lavanda,7898485948091,33074900,2806300,6101,6.0,52.0,312.0,No match found,"21235 | TABUA EM MARMORE E MADEIRA | 0.44
21236 | TABUA EM MARMORE E MADEIRA | 0.44
21706 | LIVRO-CAIXA ANTROPOFAGIA EM MDF E PU | 0.40
21707 | LIVRO-CAIXA ANTROPOFAGIA EM MDF E PU | 0.40
17678 | VASO EM CERÂMICA COM TRAMA EM PAPEL | 0.39"
29250807397758000154550010000681841767795834,16,M0150,Provador Perfume para Ambientes Acqua Aroma Dia a Dia 60ml Alecrim,,33074900,2806300,6911,1.0,5.9,5.9,No match found,"17678 | VASO EM CERÂMICA COM TRAMA EM PAPEL | 0.42
17679 | VASO EM CERÂMICA COM TRAMA EM PAPEL | 0.42
18670 | COLAR DECORATIVO EM MADEIRA E SEMENTES DE ACAI | 0.40
21030 | APARADORES DE LIVROS BALEIA EM POLIRRESINA | 0.39
15566 | ADORNO DE PAREDE EM METAL | 0.37"
29250807397758000154550010000681841767795834,17,M0330,Provador Perfume para Ambientes Acqua Aroma Dia a Dia 60ml Bambu Chinês,,33074900,2806300,6911,1.0,5.9,5.9,No match found,"17678 | VASO EM CERÂMICA COM TRAMA EM PAPEL | 0.42
17679 | VASO EM CERÂMICA COM TRAMA EM PAPEL | 0.42
21235 | TABUA EM MARMORE E MADEIRA | 0.40
21236 | TABUA EM MARMORE E MADEIRA | 0.40
18670 | COLAR DECORATIVO EM MADEIRA E SEMENTES DE ACAI | 0.40"
